80,2,1,3,2,2,2,100,1,0,4,1,8,1,0.34,80
95,13,1,2,1,0,1,94,2,0,1,61,10,3,2.74,95
98,13,2,2,1,1,1,85,1,10,1,19,10,2,5.09,98
98,2,2,2,1,1,1,83,2,0,2,13,10,2,1.66,98
94,2,2,2,1,1,1,75,1,10,1,22,9,3,1.69,94
88,2,1,6,2,3,3,168,5,19,2,74,9,3,2.3,88
96,2,2,2,1,1,1,60,2,25,1,280,10,1,7.07,96
94,2,1,2,1,1,1,135,1,0,2,152,10,3,3.75,94
97,3,2,2,1,1,1,119,1,0,2,15,9,2,0.64,97
99,10,1,2,1,1,1,130,2,0,2,28,10,1,1.68,99
100,10,1,10,3.5,4,7,750,1,0,2,1,10,1,0.64,100
100,6,2,1,1,1,1,65,1,20,3,17,10,2,3.07,100
100,10,2,4,1,1,2,77,2,15,2,3,9,2,3,100
96,10,2,2,1,1,1,71,1,0,3,198,9,2,3.86,96
100,13,1,2,1.5,1,1,200,1,0,2,1,10,1,0.48,100
100,2,2,2,1,1,1,55,0,0,2,5,10,2,0.61,100
94,2,1,4,1,2,2,220,2,20,2,55,9,3,1.8,94
92,2,2,3,1,1,2,72,1,15,1,5,10,2,5,92
96,2,2,2,1,1,1,70,2,30,2,5,10,1,4.41,96
96,10,1,4,1,2,3,135,2,25,2,92,10,2,2.63,96
100,10,1,6,1.5,3,3,300,1,0,4,3,10,3,1.3,100
96,2,2,2,1,1,1,110,1,10,2,68,10,2,3.75,96
96,10,2,2,1,1,1,70,1,0,2,5,10,2,5,96
95,10,2,1,1,1,1,75,1,0,2,34,10,2,1.48,95
90,2,2,2,1,1,1,70,2,30,1,4,9,1,1.03,90
97,10,1,12,2.5,4,7,480,9,25,1,19,10,1,1.44,97
97,10,1,9,2.5,4,5,550,0,0,3,49,10,3,1.17,97
94,2,1,4,1,2,2,180,2,20,2,32,10,2,1.66,94
100,10,1,5,3.5,4,4,325,4,0,3,8,10,2,0.35,100
98,2,1,4,1,3,4,290,1,0,5,8,10,3,0.23,98
94,10,1,4,2,4,3,159,4,0,2,41,10,2,0.86,94
99,10,2,2,1,1,1,200,2,25,2,16,10,3,0.44,99
98,10,2,2,1,1,1,95,1,0,1,80,10,2,7.38,98
85,6,1,2,1,1,1,65,1,0,1,18,8,2,2.06,85
98,2,1,3,1,1,1,99,1,0,2,9,10,2,0.79,98
95,10,2,3,1,1,2,93,2,25,3,97,10,2,3.25,95
100,10,1,10,2.5,4,6,500,1,0,3,6,10,2,0.21,100
88,2,1,4,1,2,2,295,4,25,1,8,9,2,0.23,88
98,10,1,11,3.5,5,5,450,6,50,3,28,10,3,1.36,98
100,10,1,4,1.5,2,2,150,2,15,1,5,10,3,0.31,100
99,6,1,4,1,2,2,150,2,0,3,18,10,2,0.78,99
95,2,1,8,2,4,4,399,4,0,2,12,10,3,0.75,95
93,10,2,2,1,1,1,71,1,0,1,19,10,1,12.13,93
100,3,2,2,1,1,1,70,1,0,7,8,10,1,0.48,100
95,3,2,2,1,1,1,85,1,15,3,23,10,3,2.18,95
97,2,2,2,1,1,1,61,1,0,2,33,10,2,10.88,97
93,10,1,6,2,2,4,250,1,20,1,3,10,3,0.98,93
90,10,2,2,1,1,1,56,1,25,1,4,10,3,0.48,90
80,2,3,3,1,1,2,200,1,0,1,3,9,1,0.52,80
94,2,1,6,1,2,3,220,4,25,2,14,10,3,3.93,94
100,3,2,1,1.5,1,1,80,1,0,1,1,10,3,1,100
95,3,2,2,1,1,1,60,1,20,1,8,9,3,0.52,95
99,10,2,2,1,1,2,125,2,0,2,63,10,2,2.17,99
100,2,1,2,1,1,1,149,1,0,2,1,10,1,1,100
100,2,2,2,1,1,1,65,1,0,1,3,10,1,0.78,100
94,2,1,2,1,0,1,99,2,0,1,7,9,3,1.93,94
100,2,2,3,1,1,2,67,1,0,1,4,10,2,0.69,100
100,10,1,5,1.5,2,4,180,5,15,21,1,10,3,0.13,100
100,2,1,3,2,2,2,170,0,0,2,7,10,2,0.32,100
100,10,1,4,1,2,2,115,3,25,1,7,10,3,3.56,100
95,10,2,2,1,1,1,89,1,10,1,53,10,3,3.53,95
95,10,2,2,1,1,1,110,1,0,1,29,10,1,2.49,95
93,2,2,2,1,1,1,84,2,25,1,23,10,1,0.99,93
100,13,2,2,1,1,1,86,2,0,1,44,10,3,2.02,100
100,2,1,4,1,1,1,75,1,0,7,1,10,3,0.12,100
90,2,1,6,1,3,2,255,1,0,2,6,9,3,0.36,90
96,10,1,3,1,1,1,145,2,20,2,230,10,3,3.86,96
100,10,1,5,1.5,3,4,199,1,0,7,3,10,3,0.89,100
96,2,2,2,1,1,1,91,2,0,2,179,10,2,4.73,96
91,10,2,2,1,1,1,81,1,25,1,13,9,3,1.25,91
96,2,2,2,1,1,1,60,1,20,1,94,10,3,3.85,96
99,10,2,3,1,1,2,99,1,22,2,122,10,3,4.19,99
96,6,2,1,1,1,1,88,2,0,28,115,10,2,6.79,96
100,10,1,2,1,1,1,225,2,0,2,7,10,3,0.5,100
70,2,2,2,1,1,1,50,1,0,1,2,7,1,1.13,70
100,6,1,3,2,1,1,225,2,20,2,2,9,1,2,100
96,13,2,1,1,1,1,48,1,0,3,12,9,3,3.33,96
95,10,2,2,1,1,1,85,2,25,3,119,10,2,3.93,95
70,2,1,12,1,4,1,525,1,0,3,7,7,3,0.13,70
100,2,2,2,1,1,1,100,1,0,1,5,10,1,0.43,100
98,10,2,2,1.5,1,1,75,2,40,1,94,10,2,3.34,98
80,2,2,2,1,1,1,25,1,20,1,2,8,1,0.19,80
98,2,2,1,1,1,1,50,1,0,2,12,10,2,0.42,98
85,10,2,2,1,1,1,49,1,20,1,23,9,3,1.24,85
96,2,2,2,1,1,1,60,1,20,1,11,10,3,2.01,96
82,2,2,2,1,1,1,85,2,30,2,14,9,2,0.55,82
96,2,2,2,1.5,1,1,85,2,25,2,62,10,1,2.02,96
97,10,2,2,1,1,1,64,1,10,1,21,10,3,3.66,97
